Unnamed: 0,Name,Symbol,Exchange,Sector,Industry,href
,Shibaura Machine,6104,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/toshiba-machine-co-ltd
,Amada,6113,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships","/equities/amada-co.,-ltd."
,Aida Engineering,6118,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/aida-engineering
,Takisawa Machine Tool,6121,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/takisawa-machine-tool
,Okamoto Machine Tool Works,6125,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/okamoto-machine-tool-works-ltd
,Hamai,6131,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/hamai-co-ltd
,Fuji Machine Mfg.,6134,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/fuji-machine-mfg.
,Makino Milling Machine Co Ltd,6135,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/makino-milling-machine-co-ltd
,OSG Corp,6136,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/osg-corp
,Koike Sanso Kogyo,6137,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/koike-sanso-kogyo-co-ltd
,Dijet Industrial,6138,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/dijet-industrial
,Asahi Diamond Ind Co Ltd,6140,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/asahi-diamond-ind-co-ltd
,Dmg Mori Seiki Co Ltd,6141,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/dmg-mori-seiki-co-ltd
,Sodick Co Ltd,6143,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/sodick-co-ltd
,Seibu Electric & Machinery,6144,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/seibu-electric-machinery-co-ltd
,Nittoku Engineering,6145,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nittoku-engineering-co-ltd
,Disco Corp,6146,Tokyo,Technology,Semiconductors & Semiconductor Equipment,/equities/disco-corp
,Yamazaki,6147,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/yamazaki-co-ltd
,Odawara Engineering,6149,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/odawara-engineering-co-ltd
,Takeda Machinery,6150,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/takeda-machinery-co-ltd
,Nitto Kohki Co Ltd,6151,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nitto-kohki-co-ltd
,Takamatsu Machinery,6155,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/takamatsu-machinery-co-ltd
,A-One Seimitsu,6156,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/a-one-seimitsu-inc
,NS Tool,6157,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/ns-tool-co-ltd
,Waida MFG.,6158,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/waida-mfg--co-ltd
,Micron Machinery,6159,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/micron-machinery-co-ltd
,Estic,6161,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/estic-corp
,Taiyo Koki,6164,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/taiyo-koki-co-ltd
,Punch Industry,6165,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/punch-industry
,Nakamura Choukou,6166,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nakamura-choukou-co-ltd
,Fuji Die,6167,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/fuji-die-co-ltd
,Ogic Corp,6168,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/ogic-corp
,CE Management Integrated Lab,6171,Tokyo,Industrials,Construction & Engineering,/equities/ce-management-integrated-laboratory
,Metaps,6172,Tokyo,Technology,Software & IT Services,/equities/metaps-inc
,Aqualine,6173,Tokyo,Industrials,Construction & Engineering,/equities/aqualine-ltd
,Brangista,6176,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/brangista-inc
,Appbank,6177,Tokyo,Technology,Software & IT Services,/equities/appbank-inc
,Japan Post Holdings,6178,Tokyo,Financials,Insurance,/equities/japan-post-holdings-co-ltd
,Gmo Media,6180,Tokyo,Technology,Software & IT Services,/equities/gmo-media-inc
,Tameny,6181,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,/equities/partner-agent-inc
,MetaReal,6182,Tokyo,Industrials,Professional & Commercial Services,/equities/rozetta-corporation
,BELLSYSTEM24,6183,Tokyo,Industrials,Professional & Commercial Services,/equities/bellsystem24-holdings-inc
,Kamakura Shinsho Ltd,6184,Tokyo,Technology,Software & IT Services,/equities/kamakura-shinsho-ltd
,SMN,6185,Tokyo,Technology,Software & IT Services,/equities/so-net-media-networks-corp
,Ichikura Co Ltd,6186,Tokyo,Consumer Cyclicals,Specialty Retailers,/equities/ichikura-co-ltd
,Fuji Soft Service Bureau,6188,Tokyo,Industrials,Professional & Commercial Services,/equities/fuji-soft-service-bureau-inc
,Global,6189,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,/equities/global-group-corp
,PhoenixBio Co,6190,Tokyo,Healthcare,Biotechnology & Medical Research,/equities/phoenixbio-co-ltd
,AirTrip,6191,Tokyo,Consumer Cyclicals,Hotels & Entertainment Services,/equities/evolable-asia-corp
,HyAS&Co.,6192,Tokyo,Industrials,Professional & Commercial Services,/equities/hyas-co.-inc
,Virtualex Consulting,6193,Tokyo,Technology,Software & IT Services,/equities/virtualex-consulting-inc
,Atrae,6194,Tokyo,Technology,Software & IT Services,/equities/atrae-inc
,Hope,6195,Tokyo,Utilities,Electrical Utilities & IPPs,/equities/hope-inc
,Strike Co,6196,Tokyo,Industrials,Professional & Commercial Services,/equities/strike-company-ltd
,Solasto,6197,Tokyo,Healthcare,Healthcare Providers & Services,/equities/solasto-corp
,Career,6198,Tokyo,Industrials,Professional & Commercial Services,/equities/career-co-ltd
,Seraku,6199,Tokyo,Technology,Software & IT Services,/equities/seraku-co-ltd
,Insource,6200,Tokyo,Academic & Educational Services,Professional & Business Education,/equities/insource-co-ltd
,Toyota Industries Corp,6201,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/toyota-industries-corp
,Howa Machinery Ltd,6203,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/howa-machinery-ltd
,Ishikawa Seisakusho,6208,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/ishikawa-seisakusho
,Toyo Machinery Metal,6210,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/toyo-machinery-metal
,Tsudakoma Corp,6217,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/tsudakoma-corp
,Enshu Ltd,6218,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/enshu-ltd
,Shima Seiki Mfg.,6222,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/shima-seiki-mfg.
,Moriya Transportation Engineering,6226,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/moriya-transportation-engineering
,Aimechatec,6227,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/aimechatec
,Okumura Engineering Corp,6229,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/okumura-engineering-corp
,Sanei,6230,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/sanei-ltd
,Kimura Kohki,6231,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kimura-kohki-co-ltd
,ACSL,6232,Tokyo,Technology,Electronic Equipment & Parts,/equities/autonomous-control-systems-lab
,Kyokuto Sanki,6233,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kyokuto-sanki-co
,Optorun,6235,Tokyo,Technology,Electronic Equipment & Parts,/equities/optorun
,NC Holdings,6236,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nc-holdings-co-ltd
,Iwaki Co,6237,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/iwaki
,FuRyu Corp,6238,Tokyo,Consumer Cyclicals,Leisure Products,/equities/furyu-corp
,Nagaoka International,6239,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nagaoka-international-corp
,Yamashin-Filter,6240,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/yamashin-filter-corp
,Hirano Tecseed,6245,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/hirano-tecseed-co-ltd
,Techno Smart,6246,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/techno-smart-corp
,Hisaka Works Ltd,6247,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/hisaka-works-ltd
,Yokota Manufacturing,6248,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/yokota-manufacturing-co-ltd
,Gamecard Joyco,6249,Tokyo,Consumer Cyclicals,Hotels & Entertainment Services,/equities/gamecard-joyco-holdings-inc
,Yamabiko Corp,6250,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/yamabiko-corp
,Nomura Micro Science,6254,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nomura-micro-science-co-ltd
,NPC Japan,6255,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/npc-japan
,Fujishoji,6257,Tokyo,Consumer Cyclicals,Hotels & Entertainment Services,/equities/fujishoji-co-ltd
,Hirata,6258,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/hirata-corp
,Pegasus Sewing Machine,6262,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/pegasus-sewing-machine
,Marumae,6264,Tokyo,Technology,Electronic Equipment & Parts,/equities/marumae
,Convum,6265,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/myotoku-ltd
,Tazmo,6266,Tokyo,Technology,Semiconductors & Semiconductor Equipment,/equities/tazmo-co-ltd
,General Packer,6267,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/general-packer-co-ltd
,Nabtesco Corp,6268,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nabtesco-corp
,Modec Inc,6269,Tokyo,Energy,Oil & Gas Related Equipment and Services,/equities/modec-inc
,Rheon Automatic Machinery,6272,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/rheon-automatic-machinery
,SMC Corp,6273,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/smc-corp
,SiriusVision,6276,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/navitas-co-ltd
,Hosokawa Micron,6277,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/hosokawa-micron
,Union Tool Co,6278,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/union-tool-co
,Zuiko,6279,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/zuiko-corp
,Oiles Corp,6282,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/oiles-corp
,Nissei ASB Machine,6284,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nissei-asb-machine
,Seiko,6286,Tokyo,Consumer Cyclicals,Specialty Retailers,/equities/seiko-corp
,Sato Holdings Corp,6287,Tokyo,Technology,Office Equipment,/equities/sato-holdings-corp
,Giken,6289,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/giken-ltd
,Airtech Japan Ltd,6291,Tokyo,Industrials,Professional & Commercial Services,/equities/airtech-japan-ltd
,Kawata Mfg.,6292,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kawata-mfg--co-ltd
,Nissei Plastic Industrial,6293,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nissei-plastic-industrial
,Okada Aiyonrp,6294,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/okada-aiyon-corp
,Koken Boring Machine,6297,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/koken-boring-machine-co-ltd
,Y.A.C. Co Ltd,6298,Tokyo,Technology,Semiconductors & Semiconductor Equipment,/equities/y.a.c.-co-ltd
,Komatsu,6301,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/komatsu-ltd.
,Sumitomo Heavy Industries,6302,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships","/equities/sumitomo-heavy-industries,-ltd."
,Hitachi Construction Machinery Co,6305,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/hitachi-construction-machinery-co
,Nikko Co Ltd,6306,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nikko-co-ltd
,Sansei,6307,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/sansei-co-ltd
,Tomoe Engineering,6309,Tokyo,Basic Materials,Chemicals,/equities/tomoe-engineering
,Iseki & Co Ltd,6310,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/iseki---co-ltd
,Freund,6312,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/freund-corp
,Towa Corp,6315,Tokyo,Technology,Semiconductors & Semiconductor Equipment,/equities/towa-corp
,Maruyama MFG Co Inc,6316,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/maruyama-mfg-co-inc
,Kitagawa Iron Works,6317,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kitagawa-iron-works
,SNT Corp,6319,Tokyo,Basic Materials,Metals & Mining,/equities/snt-corp
,Tacmina,6322,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/tacmina-corp
,Rorze,6323,Tokyo,Technology,Semiconductors & Semiconductor Equipment,/equities/rorze-corp
,Harmonic Drive Systems,6324,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/harmonic-drive-systems-inc
,Takakita,6325,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/takakita-co-ltd
,Kubota Corp.,6326,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kubota-corp.
,Kitagawa Seiki,6327,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kitagawa-seiki-co-ltd
,Ebara Jitsugyo,6328,Tokyo,Industrials,Professional & Commercial Services,/equities/ebara-jitsugyo
,Toyo Engineering Corp,6330,Tokyo,Industrials,Construction & Engineering,/equities/toyo-engineering-corp
,Mitsubishi Kakoki Kaisha,6331,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/mitsubishi-kakoki-kaisha
,Tsukishima Kikai,6332,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/tsukishima-kikai
,Teikoku Electric Mfg.,6333,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/teikoku-electric-mfg.
,Meiji Machine,6334,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/meiji-machine-co-ltd
,Tokyo Kikai Seisakusho,6335,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/tokyo-kikai-seisakusho
,Ishii Hyoki,6336,Tokyo,Technology,Semiconductors & Semiconductor Equipment,/equities/ishii-hyoki-co-ltd
,Tesec,6337,Tokyo,Technology,Semiconductors & Semiconductor Equipment,/equities/tesec-corp
,Takatori,6338,Tokyo,Technology,Semiconductors & Semiconductor Equipment,/equities/takatori-corp
,Sintokogio Ltd,6339,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/sintokogio-ltd
,Shibuya Kogyo,6340,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/shibuya-kogyo
,Taihei Machinery Works,6342,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/taihei-machinery-works-ltd
,Freesia Macross,6343,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/freesia-macross-corp
,Aichi Corp,6345,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/aichi-corp
,Kikukawa Enterprise,6346,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kikukawa-enterprise-inc
,Placo,6347,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/placo-co-ltd
,Komori Corp,6349,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/komori-corp
,Tsurumi Manufacturing,6351,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/tsurumi-manufacturing
,Nippon Gear,6356,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nippon-gear-co-ltd
,Sansei Tech,6357,Tokyo,Consumer Cyclicals,Leisure Products,/equities/sansei-technologies-inc
,Sakai Heavy Industries,6358,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/sakai-heavy-industries
,Tokyo Automatic Machinery,6360,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/tokyo-automatic-machinery-works-ltd
,Ebara Corp.,6361,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/ebara-corp.
,Ishii Iron Works,6362,Tokyo,Basic Materials,Metals & Mining,/equities/ishii-iron-works
,Torishima Pump Mfg,6363,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/torishima-pump-mfg
,Hokuetsu Industries,6364,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/hokuetsu-industries
,DMW,6365,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/dmw-corp
,Chiyoda Corp.,6366,Tokyo,Industrials,Construction & Engineering,/equities/chiyoda-corp.
,Daikin Industries,6367,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships","/equities/daikin-industries,-ltd."
,Organo Corp,6368,Tokyo,Industrials,Professional & Commercial Services,/equities/organo-corp
,Toyo Kanetsu KK,6369,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/toyo-kanetsu-kk
,Kurita Water Industries Ltd,6370,Tokyo,Industrials,Professional & Commercial Services,/equities/kurita-water-industries-ltd
,Tsubakimoto Chain Co,6371,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/tsubakimoto-chain-co
,Daido Kogyo Co Ltd,6373,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/daido-kogyo-co-ltd
,Nikkiso Co Ltd,6376,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nikkiso-co-ltd
,Kimura Chemical Plants,6378,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kimura-chemical-plants
,Raiznext,6379,Tokyo,Industrials,Construction & Engineering,/equities/shinko-plantech
,Oriental Chain Mfg,6380,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/oriental-chain-mfg-co-ltd
,Anest Iwata Corp,6381,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/anest-iwata-corp
,Trinity Industrial,6382,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/trinity-industrial-corp
,Daifuku Co Ltd,6383,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/daifuku-co-ltd
,Showa Shinku,6384,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/showa-shinku-co-ltd
,Samco Inc,6387,Tokyo,Technology,Semiconductors & Semiconductor Equipment,/equities/samco-inc
,Kato Works Co Ltd,6390,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kato-works-co-ltd
,Kaji Tech,6391,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kaji-technology-corp
,Yamada,6392,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/yamada-corp
,Yuken Kogyo Co Ltd,6393,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/yuken-kogyo-co-ltd
